customer_id,customer_name,segment,profit,sales,order_id,discount,quantity,profit_margin_%
GD-14590,Giulietta Dortch,Corporate,230.93729999999996,1888.07,4,0.13333333333333333,25,12.23
GG-14650,Greg Guthrie,Corporate,12.698500000000008,2224.0,9,0.15,92,0.57
GH-14410,Gary Hansen,Home Office,-576.8335,2819.4669999999996,9,0.27058823529411763,65,-20.46
GH-14425,Gary Hwang,Consumer,1176.4181,4172.8460000000005,4,0.19,51,28.19
GH-14485,Gene Hale,Corporate,-95.4498,1361.2440000000001,2,0.4666666666666666,15,-7.01
GH-14665,Greg Hansen,Consumer,-5.810200000000001,146.94080000000002,2,0.24,9,-3.95
GK-14620,Grace Kelly,Corporate,1448.5525,6497.27,9,0.15714285714285717,66,22.29
GM-14440,Gary McGarr,Consumer,347.266,3582.8199999999997,7,0.11818181818181818,43,9.69
GM-14455,Gary Mitchum,Home Office,793.2814000000001,3078.624,6,0.16666666666666666,54,25.77
GM-14500,Gene McClure,Consumer,441.3185,1255.682,10,0.11538461538461539,53,35.15
GM-14680,Greg Matthias,Consumer,35.48649999999999,3163.628,6,0.14545454545454548,31,1.12
GM-14695,Greg Maxwell,Corporate,188.7235,6049.966,3,0.05454545454545456,44,3.12
GP-14740,Guy Phonely,Corporate,31.837600000000002,236.53,2,0.13999999999999999,21,13.46
GR-14560,Georgia Rosenberg,Corporate,359.83320000000003,1284.38,2,0.0,23,28.02
GT-14635,Grant Thornton,Corporate,-4108.6589,9351.212,3,0.25,26,-43.94
GT-14710,Greg Tran,Consumer,2163.4269,11820.119999999999,11,0.1,106,18.3
GT-14755,Guy Thornton,Consumer,-6.139200000000002,226.436,4,0.2,23,-2.71
GW-14605,Giulietta Weimer,Consumer,-268.54229999999995,2189.019,7,0.15555555555555556,43,-12.27
GZ-14470,Gary Zandusky,Consumer,1087.7539,4355.150000000001,9,0.07857142857142858,48,24.98
GZ-14545,George Zrebassa,Corporate,828.661,2454.6220000000003,4,0.04,25,33.76
HA-14905,Helen Abelman,Consumer,270.8574,2163.3,7,0.22999999999999998,45,12.52
HA-14920,Helen Andreada,Consumer,99.1445,2584.158,8,0.2,72,3.84
HD-14785,Harold Dahlen,Home Office,-135.87599999999998,251.36,3,0.3,31,-54.06
HE-14800,Harold Engle,Corporate,274.4028,883.5319999999999,4,0.018181818181818184,44,31.06
HF-14995,Herbert Flentye,Consumer,-13.876799999999989,2533.1639999999998,7,0.13157894736842105,70,-0.55
HG-14845,Harry Greene,Consumer,147.0032,785.628,5,0.19,31,18.71
HG-14965,Henry Goldwyn,Corporate,-2797.9635000000003,3247.642,12,0.17058823529411765,68,-86.15
HG-15025,Hunter Glantz,Consumer,804.6113,3690.284,7,0.17272727272727273,38,21.8
HH-15010,Hilary Holden,Corporate,86.7342,218.668,2,0.03333333333333333,20,39.66
HJ-14875,Heather Jas,Home Office,98.6548,358.1,5,0.10000000000000002,21,27.55
HK-14890,Heather Kirkland,Corporate,956.9451,4877.784,8,0.21333333333333335,64,19.62
HL-15040,Hunter Lopez,Consumer,5622.4292000000005,12873.297999999999,6,0.018181818181818184,50,43.68
HM-14860,Harry Marie,Corporate,2437.9836,8236.7648,10,0.231,76,29.6
HM-14980,Henry MacAllister,Consumer,117.2755,736.276,4,0.17142857142857146,29,15.93
HP-14815,Harold Pawlan,Home Office,373.8637,1990.314,7,0.3,44,18.78
HR-14770,Hallie Redmond,Home Office,185.5794,1299.288,5,0.04615384615384616,38,14.28
HR-14830,Harold Ryan,Corporate,1196.9504,5248.787,7,0.09999999999999999,51,22.8
HW-14935,Helen Wasserman,Corporate,2164.1611,9300.254,8,0.045,85,23.27
HZ-14950,Henia Zydlo,Consumer,-130.3879,886.52,5,0.19999999999999998,21,-14.71
IG-15085,Ivan Gibson,Consumer,320.4982,744.574,4,0.028571428571428574,19,43.04
IL-15100,Ivan Liston,Consumer,1121.937,5040.736,7,0.07142857142857142,60,22.26
IM-15055,Ionia McGrath,Consumer,975.7701,2872.63,3,0.1,19,33.97
IM-15070,Irene Maddox,Consumer,514.6527,4930.474,7,0.16666666666666666,93,10.44
JA-15970,Joseph Airdo,Consumer,-819.4217000000001,6491.026,8,0.2125,87,-12.62
JB-15400,Jennifer Braxton,Corporate,156.05319999999998,1791.605,10,0.20625000000000002,43,8.71
JB-15925,Joni Blumstein,Consumer,-286.9808,900.552,3,0.3,32,-31.87
JB-16000,Joy Bell-,Consumer,126.76490000000001,644.1188,7,0.07428571428571429,32,19.68
JB-16045,Julia Barnett,Home Office,201.51850000000002,2518.115,5,0.1888888888888889,32,8.0
JC-15340,Jasper Cacioppo,Consumer,-0.35560000000000036,71.263,4,0.22499999999999998,12,-0.5
JC-15385,Jenna Caffey,Consumer,502.92440000000005,1058.108,1,0.05,14,47.53
JC-15775,John Castell,Consumer,279.56919999999997,2772.055,9,0.12187500000000001,64,10.09
JC-16105,Julie Creighton,Corporate,201.5952,858.576,5,0.044444444444444446,43,23.48
JD-15790,John Dryer,Consumer,-266.55249999999995,2152.352,5,0.17142857142857146,26,-12.38
JD-15895,Jonathan Doherty,Corporate,1050.2667999999999,7610.8640000000005,11,0.075,150,13.8
JD-16015,Joy Daniels,Consumer,26.7605,385.43,6,0.3090909090909091,39,6.94
JD-16060,Julia Dunbar,Consumer,111.11410000000001,695.442,3,0.049999999999999996,17,15.98
JD-16150,Justin Deggeller,Corporate,1619.5199,8828.0305,8,0.05588235294117647,60,18.35
JE-15475,Jeremy Ellison,Consumer,276.2197,1388.682,6,0.18461538461538465,49,19.89
JE-15610,Jim Epp,Corporate,1623.4019,7754.976,7,0.16,74,20.93
JE-15715,Joe Elijah,Consumer,1262.2926,8697.842999999999,10,0.3227272727272727,97,14.51
JE-15745,Joel Eaton,Consumer,221.79670000000002,6760.8150000000005,13,0.14565217391304347,90,3.28
JE-16165,Justin Ellison,Corporate,789.6476,2697.248,3,0.028571428571428574,34,29.28
JF-15190,Jamie Frazer,Consumer,575.1259,2279.5860000000002,7,0.12105263157894736,72,25.23
JF-15295,Jason Fortune-,Consumer,97.28899999999999,955.124,5,0.1142857142857143,42,10.19
JF-15355,Jay Fein,Consumer,330.199,1911.844,6,0.07500000000000001,58,17.27
JF-15415,Jennifer Ferguson,Consumer,635.6376,2371.448,6,0.07142857142857142,69,26.8
JF-15490,Jeremy Farry,Consumer,-18.06730000000001,1082.918,11,0.14666666666666667,36,-1.67
JF-15565,Jill Fjeld,Consumer,1073.2088,4198.332,8,0.17500000000000002,67,25.56
JG-15115,Jack Garza,Consumer,684.1911,2358.676,3,0.24285714285714288,20,29.01
JG-15160,James Galang,Consumer,1415.6664,6366.392,11,0.1111111111111111,70,22.24
JG-15310,Jason Gross,Corporate,3.7976000000000063,2240.58,6,0.2545454545454545,46,0.17
JG-15805,John Grady,Corporate,206.1019,1507.018,6,0.06666666666666668,46,13.68
JH-15430,Jennifer Halladay,Consumer,-24.077100000000005,309.281,4,0.31428571428571433,29,-7.78
JH-15820,John Huston,Consumer,26.082199999999997,528.91,6,0.15000000000000002,29,4.93
JH-15910,Jonathan Howell,Consumer,-13.554499999999996,959.477,7,0.14444444444444446,35,-1.41
JH-15985,Joseph Holt,Consumer,-644.6982,7954.9980000000005,6,0.08571428571428573,64,-8.1
JH-16180,Justin Hirsh,Consumer,-96.95300000000002,2256.3940000000002,4,0.22000000000000003,28,-4.3
JJ-15445,Jennifer Jackson,Consumer,200.5558,709.178,5,0.06666666666666667,25,28.28
JJ-15760,Joel Jenkins,Home Office,34.449200000000005,195.0,2,0.06666666666666667,11,17.67
JK-15205,Jamie Kunitz,Consumer,1219.983,4427.142,5,0.13076923076923078,67,27.56
JK-15325,Jason Klamczynski,Corporate,55.32769999999999,383.812,3,0.1,15,14.42
JK-15370,Jay Kimmel,Consumer,330.2838,2709.632,8,0.12352941176470589,72,12.19
JK-15625,Jim Karlsson,Consumer,750.9485,3760.028,7,0.11666666666666668,44,19.97
JK-15640,Jim Kriz,Home Office,1172.5303,4760.434,9,0.10000000000000002,41,24.63
JK-15730,Joe Kamberova,Consumer,55.0483,4867.2,10,0.3325,88,1.13
JK-16090,Juliana Krohn,Consumer,586.6625,3747.668,3,0.19999999999999998,43,15.65
JK-16120,Julie Kriz,Home Office,122.6566,2932.484,10,0.20588235294117646,49,4.18
JL-15130,Jack Lebron,Consumer,-207.79559999999998,1214.956,6,0.26666666666666666,42,-17.1
JL-15175,James Lanier,Home Office,209.2817,1571.523,5,0.21428571428571427,29,13.32
JL-15235,Janet Lee,Consumer,54.51740000000002,2203.7,5,0.22000000000000003,39,2.47
JL-15505,Jeremy Lonsdale,Consumer,591.7163,3173.874,6,0.07058823529411766,56,18.64
JL-15835,John Lee,Consumer,228.907,9799.923,11,0.08823529411764706,143,2.34
JL-15850,John Lucas,Consumer,779.9046,2725.256,6,0.23636363636363636,38,28.62
JM-15250,Janet Martin,Consumer,19.82350000000004,3159.1220000000003,6,0.2894736842105263,91,0.63
JM-15265,Janet Molinari,Corporate,502.6143,1804.146,5,0.13846153846153847,52,27.86
JM-15535,Jessica Myrick,Consumer,356.5395,1733.443,7,0.09,46,20.57
JM-15580,Jill Matthias,Consumer,113.1204,303.948,5,0.1142857142857143,26,37.22
JM-15655,Jim Mitchum,Corporate,117.20400000000001,864.947,5,0.15833333333333335,41,13.55
JM-15865,John Murray,Consumer,1574.6163999999999,7625.076000000001,7,0.1846153846153846,50,20.65
JM-16195,Justin MacKendrick,Consumer,754.1144,2833.9260000000004,10,0.06315789473684212,74,26.61
JO-15145,Jack O'Briant,Corporate,581.4045,3254.949,9,0.07307692307692308,59,17.86
JO-15280,Jas O'Carroll,Consumer,202.13619999999997,1934.272,6,0.17272727272727273,36,10.45
JO-15550,Jesus Ocampo,Home Office,167.6709,1090.838,5,0.23636363636363636,42,15.37
JP-15460,Jennifer Patt,Corporate,429.7465,1669.135,7,0.14,54,25.75
JP-15520,Jeremy Pistek,Consumer,757.1802,3635.594,7,0.059375000000000004,63,20.83
JP-16135,Julie Prescott,Home Office,309.7116,1707.71,9,0.15384615384615385,47,18.14
JR-15670,Jim Radford,Consumer,-785.1645,1156.658,2,0.3,14,-67.88
JR-15700,Jocasta Rupert,Consumer,107.985,863.88,1,0.2,3,12.5
JR-16210,Justin Ritter,Corporate,452.37300000000005,2201.686,5,0.22000000000000003,41,20.55
JS-15595,Jill Stevenson,Corporate,-175.54899999999998,1417.654,4,0.3125,35,-12.38
JS-15685,Jim Sink,Corporate,-54.8692,1131.0639999999999,4,0.20909090909090908,42,-4.85
JS-15880,John Stevenson,Consumer,564.9798000000001,3868.02,5,0.14666666666666667,43,14.61
JS-15940,Joni Sundaresam,Home Office,-327.9336,469.169,5,0.3375,37,-69.9
JS-16030,Joy Smith,Consumer,-311.25749999999994,2516.494,6,0.18333333333333332,70,-12.37
JW-15220,Jane Waco,Corporate,2173.7093999999997,7721.714,6,0.07142857142857142,66,28.15
JW-15955,Joni Wasserman,Consumer,-29.575899999999987,1244.086,7,0.08181818181818182,41,-2.38
JW-16075,Julia West,Consumer,154.06369999999998,1428.731,4,0.32857142857142857,38,10.78
KA-16525,Kelly Andreada,Consumer,234.9194,1519.506,7,0.05454545454545456,57,15.46
KB-16240,Karen Bern,Corporate,763.9076,3152.6150000000002,7,0.15,34,24.23
KB-16315,Karl Braun,Consumer,49.71929999999999,1569.464,9,0.19545454545454544,62,3.17
KB-16405,Katrina Bavinger,Home Office,274.297,908.821,3,0.044444444444444446,25,30.18
KB-16585,Ken Black,Corporate,579.3551,2744.742,12,0.10869565217391304,102,21.11
KB-16600,Ken Brennan,Corporate,293.55240000000003,983.922,7,0.2666666666666667,29,29.83
KC-16255,Karen Carlisle,Corporate,846.1217,2120.954,6,0.02,40,39.89
KC-16540,Kelly Collister,Consumer,709.4219,3908.262,4,0.2,28,18.15
KC-16675,Kimberly Carter,Corporate,156.7797,1146.05,4,0.08571428571428573,40,13.68
KD-16270,Karen Daniels,Consumer,1107.6952000000003,8282.358,5,0.1875,64,13.37
KD-16345,Katherine Ducich,Consumer,328.5942,1888.964,6,0.13,36,17.4
KD-16495,Keith Dawkins,Corporate,3038.6254,8181.256,12,0.08750000000000001,84,37.14
KD-16615,Ken Dana,Corporate,539.7219,2243.5099999999998,5,0.1076923076923077,56,24.06
KE-16420,Katrina Edelman,Corporate,397.87989999999996,1686.7312,8,0.21466666666666667,67,23.59
KF-16285,Karen Ferguson,Home Office,1660.1386,10604.266,7,0.03333333333333334,67,15.66
KH-16330,Katharine Harms,Corporate,454.7871,3312.864,8,0.1388888888888889,70,13.73
KH-16360,Katherine Hughes,Consumer,528.2051,3100.612,6,0.15,40,17.04
KH-16510,Keith Herrera,Consumer,656.1162,5952.859,7,0.10869565217391304,91,11.02
KH-16630,Ken Heidel,Corporate,727.3786,3918.9660000000003,9,0.10588235294117647,84,18.56
KH-16690,Kristen Hastings,Corporate,1227.5091,5990.799,7,0.12666666666666665,69,20.49
KL-16555,Kelly Lampkin,Corporate,-182.78130000000002,5016.488,8,0.29545454545454547,84,-3.64
KL-16645,Ken Lonsdale,Consumer,806.855,14175.229000000001,12,0.19999999999999998,113,5.69
KM-16225,Kalyca Meade,Corporate,635.1057000000001,2260.958,6,0.021052631578947368,72,28.09
KM-16375,Katherine Murray,Home Office,973.7901999999999,5620.186,8,0.13999999999999999,69,17.33
KM-16660,Khloe Miller,Consumer,91.1391,453.538,5,0.044444444444444446,30,20.1
KM-16720,Kunst Miller,Consumer,745.7685,4909.472,8,0.08928571428571429,98,15.19
KN-16390,Katherine Nockton,Corporate,-151.1518,2617.272,9,0.21764705882352942,56,-5.78
KN-16450,Kean Nguyen,Corporate,114.3083,2171.962,5,0.28125,49,5.26
KN-16705,Kristina Nunn,Home Office,329.76250000000005,2280.58,8,0.12000000000000001,55,14.46
KS-16300,Karen Seio,Corporate,0.11099999999999888,88.472,3,0.275,10,0.13
KT-16465,Kean Takahito,Consumer,254.0032,3057.1,7,0.2285714285714286,45,8.31
KT-16480,Kean Thornton,Consumer,194.0671,4642.088400000001,10,0.14769230769230768,37,4.18
KW-16435,Katrina Willman,Consumer,1756.135,4416.5199999999995,5,0.11000000000000001,42,39.76
KW-16570,Kelly Williams,Consumer,107.92699999999999,449.096,4,0.04,22,24.03
LA-16780,Laura Armstrong,Corporate,2059.1199,8673.222,11,0.11538461538461539,105,23.74
LB-16735,Larry Blacks,Consumer,18.6507,50.188,3,0.26666666666666666,12,37.16
LB-16795,Laurel Beltran,Home Office,-52.19099999999998,4985.676,8,0.23750000000000002,76,-1.05
LC-16870,Lena Cacioppo,Consumer,-188.25110000000004,2580.7039999999997,8,0.24000000000000002,113,-7.29
LC-16885,Lena Creighton,Consumer,1288.3469,7663.126,12,0.1565217391304348,93,16.81
LC-16930,Linda Cazamias,Corporate,288.26599999999996,4492.946,8,0.17142857142857143,52,6.42
LC-16960,Lindsay Castell,Home Office,299.48019999999997,3246.626,4,0.2857142857142857,30,9.22
LC-17050,Liz Carlisle,Consumer,86.77799999999999,2095.064,5,0.27222222222222225,43,4.14
LC-17140,Logan Currie,Consumer,231.12520000000004,2633.582,9,0.18421052631578946,62,8.78
LD-16855,Lela Donovan,Corporate,0.4641,5.304,1,0.2,3,8.75
LD-17005,Lisa DeCherney,Consumer,557.1714,1961.934,4,0.028571428571428574,25,28.4
LE-16810,Laurel Elliston,Consumer,161.76489999999998,1469.45,6,0.2555555555555556,32,11.01
LF-17185,Luke Foster,Consumer,-3583.977,3930.5089999999996,7,0.31875,69,-91.18
LH-16750,Larry Hughes,Consumer,12.627699999999999,287.426,3,0.3666666666666667,12,4.39
LH-16900,Lena Hernandez,Consumer,526.0727,2295.332,9,0.12666666666666665,64,22.92
LH-17020,Lisa Hazard,Consumer,-242.73989999999998,318.239,4,0.4666666666666666,34,-76.28
LH-17155,Logan Haushalter,Consumer,316.5202,1739.689,9,0.07894736842105263,44,18.19
LL-16840,Lauren Leatherbury,Consumer,560.0078,2741.2039999999997,6,0.016666666666666666,50,20.43
LM-17065,Liz MacKendrick,Consumer,-44.87799999999999,1346.774,5,0.05714285714285715,32,-3.33
LO-17170,Lori Olson,Corporate,150.1712,644.35,5,0.25555555555555554,34,23.31
LP-17080,Liz Pelletier,Consumer,110.7813,756.606,4,0.1111111111111111,39,14.64
LP-17095,Liz Preis,Consumer,338.44539999999995,3653.399,7,0.18666666666666665,52,9.26
LR-16915,Lena Radford,Consumer,535.4764,5142.892,6,0.17500000000000002,64,10.41
LR-17035,Lisa Ryan,Corporate,-382.8079,1879.306,5,0.27499999999999997,44,-20.37
LS-16945,Linda Southworth,Corporate,-318.77369999999996,2845.27,6,0.3071428571428571,51,-11.2
LS-16975,Lindsay Shagiari,Home Office,262.63669999999996,2988.674,9,0.2818181818181818,63,8.79
LS-17200,Luke Schmidt,Corporate,244.197,1010.2560000000001,6,0.2,54,24.17
LS-17230,Lycoris Saunders,Consumer,39.1952,368.88000000000005,3,0.11666666666666665,16,10.63
LS-17245,Lynn Smith,Consumer,348.3584,1008.1360000000001,6,0.08333333333333333,47,34.55
LT-16765,Larry Tron,Consumer,59.036,329.876,3,0.13333333333333333,8,17.9
LT-17110,Liz Thompson,Consumer,320.973,2936.252,8,0.24642857142857144,63,10.93
LW-16825,Laurel Workman,Corporate,32.5767,2238.061,5,0.20666666666666667,50,1.46
LW-16990,Lindsay Williams,Corporate,662.8339000000001,3230.308,6,0.10909090909090911,38,20.52
LW-17125,Liz Willingham,Consumer,192.6312,1259.04,3,0.0,15,15.3
LW-17215,Luke Weiss,Consumer,837.2411,5420.514,7,0.16666666666666666,59,15.45
MA-17560,Matt Abelman,Home Office,1240.2266,4299.161,11,0.09411764705882353,117,28.85
MA-17995,Michelle Arnett,Home Office,280.7822,2453.284,6,0.041666666666666664,42,11.45
MB-17305,Maria Bertelson,Consumer,212.425,1548.702,10,0.17368421052631577,63,13.72
MB-18085,Mick Brown,Consumer,117.8057,1428.231,7,0.2,39,8.25
MC-17275,Marc Crier,Consumer,461.0014,2725.982,8,0.13076923076923078,54,16.91
MC-17425,Mark Cousins,Corporate,1802.3903,4432.138,5,0.12,48,40.67
MC-17575,Matt Collins,Consumer,210.7493,1303.893,8,0.29090909090909095,40,16.16
MC-17590,Matt Collister,Corporate,288.98409999999996,2426.067,6,0.17058823529411765,47,11.91
MC-17605,Matt Connell,Corporate,195.4486,2258.192,8,0.2222222222222222,60,8.66
MC-17635,Matthew Clasen,Corporate,-247.94350000000003,795.154,4,0.17500000000000002,33,-31.18
MC-17845,Michael Chen,Consumer,698.4174,3805.714,7,0.09999999999999999,45,18.35
MC-18100,Mick Crebagga,Consumer,-64.1668,2218.98,10,0.26842105263157895,73,-2.89
MC-18130,Mike Caudle,Corporate,121.7565,1581.9979999999998,5,0.05454545454545456,34,7.7
MD-17350,Maribeth Dona,Consumer,-241.94999999999996,3766.382,7,0.32941176470588235,64,-6.42
MD-17860,Michael Dominguez,Corporate,-4.040300000000002,1204.91,5,0.2875,45,-0.34
ME-17320,Maria Etezadi,Home Office,1859.4695,10663.728000000001,10,0.1318181818181818,82,17.44
ME-17725,Max Engle,Consumer,77.81280000000001,1908.4532,8,0.2246153846153846,46,4.08
ME-18010,Michelle Ellison,Corporate,107.3604,1256.944,4,0.16666666666666666,15,8.54
MF-17665,Maureen Fritzler,Corporate,-341.52650000000006,937.039,5,0.13749999999999998,36,-36.45
MF-18250,Monica Federle,Corporate,456.86080000000004,1758.3,5,0.06666666666666667,38,25.98
MG-17650,Matthew Grinstein,Home Office,341.898,3785.276,7,0.1285714285714286,57,9.03
MG-17680,Maureen Gastineau,Home Office,25.888599999999972,2350.188,4,0.225,25,1.1
MG-17695,Maureen Gnade,Consumer,-398.79319999999996,1342.282,3,0.2571428571428572,23,-29.71
MG-17875,Michael Grace,Home Office,-470.7684,1242.8329999999999,5,0.24285714285714288,23,-37.88
MG-17890,Michael Granlund,Home Office,171.7372,776.384,9,0.11923076923076924,35,22.12
MG-18145,Mike Gockenbach,Consumer,-93.603,3061.543,4,0.1875,42,-3.06
MG-18205,Mitch Gastineau,Corporate,-1.2453,16.739,1,0.44999999999999996,8,-7.44
MH-17290,Marc Harrigan,Home Office,28.761200000000038,2394.025,6,0.18846153846153849,55,1.2
MH-17440,Mark Haberlin,Corporate,61.428599999999996,400.016,4,0.07777777777777778,25,15.36
MH-17455,Mark Hamilton,Consumer,484.77330000000006,2456.1820000000002,8,0.16363636363636364,45,19.74
MH-17620,Matt Hagelstein,Corporate,122.3612,1252.8,4,0.23333333333333336,19,9.77
MH-17785,Maya Herman,Corporate,238.5614,2203.7780000000002,7,0.07272727272727274,42,10.83
MH-18025,Michelle Huthwaite,Consumer,476.9032,2984.948,5,0.13,31,15.98
MH-18115,Mick Hernandez,Home Office,170.9746,5503.093,9,0.16818181818181818,79,3.11
MJ-17740,Max Jones,Consumer,1054.5529000000001,6320.746,7,0.21333333333333335,50,16.68
MK-17905,Michael Kennedy,Corporate,-405.3559,2302.368,8,0.3,73,-17.61
MK-18160,Mike Kennedy,Consumer,227.83380000000002,1031.602,4,0.0818181818181818,43,22.09
ML-17395,Marina Lichtenstein,Corporate,684.9162,2722.843,9,0.17250000000000001,72,25.15
ML-17410,Maris LaWare,Consumer,-76.17550000000003,2921.5,6,0.16666666666666666,51,-2.61
ML-17755,Max Ludwig,Home Office,409.51120000000003,2071.9139999999998,7,0.1076923076923077,53,19.76
ML-18040,Michelle Lonsdale,Corporate,138.71620000000001,742.082,3,0.25,18,18.69
ML-18265,Muhammed Lee,Consumer,42.6648,162.232,2,0.06666666666666667,7,26.3
MM-17260,Magdelene Morse,Consumer,178.402,1314.023,4,0.13333333333333333,17,13.58
MM-17920,Michael Moore,Consumer,82.12499999999997,3794.0800000000004,11,0.18125,68,2.16
MM-18055,Michelle Moray,Consumer,-520.3443,2749.881,8,0.21052631578947367,73,-18.92
MM-18280,Muhammed MacIntyre,Corporate,58.8916,775.414,9,0.14166666666666666,32,7.59
MN-17935,Michael Nguyen,Consumer,290.8227,2477.946,6,0.26,36,11.74
MO-17500,Mary O'Rourke,Consumer,59.357699999999994,922.487,4,0.22000000000000003,15,6.43
MO-17800,Meg O'Connel,Home Office,169.34369999999998,1687.0269999999998,8,0.16363636363636364,49,10.04
MO-17950,Michael Oakman,Consumer,-82.0074,154.288,2,0.35000000000000003,14,-53.15
MP-17470,Mark Packer,Home Office,600.2873,3206.132,7,0.12142857142857144,77,18.72
MP-17965,Michael Paige,Corporate,638.1563,3983.6420000000003,9,0.255,62,16.02
MP-18175,Mike Pelletier,Home Office,226.4529,5087.92,9,0.15526315789473685,78,4.45
MR-17545,Mathew Reese,Home Office,162.9363,639.178,4,0.20000000000000004,29,25.49
MS-17365,Maribeth Schnelling,Consumer,844.9354999999998,7443.6900000000005,10,0.16041666666666668,105,11.35
MS-17530,MaryBeth Skach,Consumer,84.0268,475.65599999999995,4,0.15714285714285717,21,17.67
MS-17710,Maurice Satty,Consumer,247.4348,1613.402,6,0.22,48,15.34
MS-17770,Maxwell Schwartz,Consumer,280.85839999999996,3144.678,9,0.09999999999999999,73,8.93
MS-17830,Melanie Seite,Consumer,19.431199999999997,370.348,4,0.18,14,5.25
MS-17980,Michael Stewart,Corporate,55.226,855.116,6,0.17272727272727273,49,6.46
MT-17815,Meg Tillman,Consumer,509.0068,2890.139,6,0.12999999999999998,31,17.61
MT-18070,Michelle Tran,Home Office,-23.676300000000005,1319.4498,4,0.2427272727272727,44,-1.79
MV-17485,Mark Van Huff,Consumer,189.0258,1560.05,9,0.24000000000000002,52,12.12
MV-18190,Mike Vittorini,Consumer,273.8582,1734.574,7,0.08636363636363636,37,15.79
MW-18220,Mitch Webber,Consumer,1238.422,5341.900000000001,7,0.07857142857142858,51,23.18
MW-18235,Mitch Willingham,Corporate,1665.516,5253.876,2,0.06666666666666667,13,31.7
MY-17380,Maribeth Yedwab,Corporate,319.1211,2254.285,7,0.3076923076923077,49,14.16
MY-18295,Muhammed Yedwab,Corporate,-371.7111,4152.696,11,0.2438095238095238,89,-8.95
MZ-17335,Maria Zettner,Home Office,85.01910000000001,593.606,4,0.06666666666666667,11,14.32
MZ-17515,Mary Zewe,Corporate,787.7503,2564.906,6,0.27999999999999997,39,30.71
NB-18580,Nicole Brennan,Corporate,24.788800000000002,273.87199999999996,2,0.1,7,9.05
NB-18655,Nona Balk,Corporate,117.6429,1972.599,9,0.1735294117647059,64,5.96
NC-18340,Nat Carroll,Consumer,580.3075,2461.404,5,0.0411764705882353,54,23.58
NC-18415,Nathan Cano,Consumer,-2204.8072,2218.9900000000002,6,0.2642857142857143,38,-99.36
NC-18535,Nick Crebassa,Corporate,1314.758,8241.739,7,0.13666666666666666,64,15.95
NC-18625,Noah Childs,Corporate,-359.02099999999996,1821.742,5,0.24444444444444446,29,-19.71
ND-18370,Natalie DeCherney,Consumer,353.64549999999997,4326.139,9,0.21111111111111114,63,8.17
ND-18460,Neil Ducich,Corporate,443.33680000000004,2893.455,6,0.0875,36,15.32
NF-18385,Natalie Fritzler,Consumer,-1695.9714,8322.826,7,0.25,52,-20.38
NF-18475,Neil Französisch,Home Office,85.92779999999999,377.16200000000003,4,0.25,13,22.78
NF-18595,Nicole Fjeld,Home Office,388.2131,2031.472,7,0.11666666666666668,55,19.11
NG-18355,Nat Gilpin,Corporate,313.63349999999997,1869.58,5,0.08750000000000001,45,16.78
NG-18430,Nathan Gelder,Consumer,217.0893,1395.9379999999999,5,0.1111111111111111,41,15.55
NH-18610,Nicole Hansen,Corporate,760.1666,2673.29,7,0.05454545454545456,52,28.44
NK-18490,Neil Knudson,Home Office,121.2177,572.048,7,0.1272727272727273,51,21.19
NL-18310,Nancy Lomonaco,Home Office,343.6381,1418.0900000000001,4,0.06000000000000001,44,24.23
NM-18445,Nathan Mautz,Home Office,2751.6848999999997,6459.344,7,0.042857142857142864,44,42.6
NM-18520,Neoma Murray,Consumer,788.9525000000001,2161.979,10,0.26,60,36.49
NP-18325,Naresj Patel,Consumer,1208.8890000000001,5529.62,6,0.05714285714285715,77,21.86
NP-18670,Nora Paige,Consumer,514.6002,3908.402,5,0.02,46,13.17
NP-18685,Nora Pelletier,Home Office,514.5017,1228.698,6,0.18571428571428572,23,41.87
NP-18700,Nora Preis,Consumer,631.2282,7903.1825,7,0.19615384615384618,63,7.99
NR-18550,Nick Radford,Consumer,-25.148799999999966,2367.277,5,0.22307692307692306,37,-1.06
NS-18505,Neola Schneider,Consumer,-12.303999999999997,2575.863,4,0.20666666666666667,52,-0.48
NS-18640,Noel Staavos,Corporate,-234.7714,2964.823,13,0.21538461538461537,113,-7.92
NW-18400,Natalie Webber,Consumer,1023.123,7234.014,7,0.21363636363636365,78,14.14
NZ-18565,Nick Zandusky,Home Office,402.4236,2488.31,9,0.175,77,16.17
ON-18715,Odella Nelson,Corporate,-5.88900000000001,1567.52,9,0.16,58,-0.38
OT-18730,Olvera Toch,Consumer,-925.1203,3818.624,5,0.15999999999999998,51,-24.23
PA-19060,Pete Armstrong,Home Office,225.8588,729.408,6,0.1857142857142857,27,30.96
PB-18805,Patrick Bzostek,Home Office,229.2257,740.356,3,0.12000000000000002,54,30.96
PB-19105,Peter Bühler,Consumer,218.15970000000002,688.324,4,0.12000000000000002,18,31.69
PB-19150,Philip Brown,Consumer,280.6606,1456.95,8,0.1272727272727273,54,19.26
PB-19210,Phillip Breyer,Corporate,21.897000000000002,132.738,2,0.1,10,16.5
PC-18745,Pamela Coakley,Corporate,272.685,1832.064,4,0.22000000000000003,22,14.88
PC-19000,Pauline Chand,Home Office,-184.3364,1061.488,2,0.13333333333333333,18,-17.37
PF-19120,Peter Fuller,Consumer,-614.2943000000001,9062.864,4,0.12105263157894738,75,-6.78
