customer_id,customer_name,segment,region,total_profit,total_sales,num_orders,avg_discount,total_quantity,first_order,last_order,profit_margin_%,avg_order_value,customer_lifespan_days,tenure_bucket
CC-12685,Craig Carroll,Consumer,East,592.242,1884.144,1,0.13333333333333333,17,2012-09-14,2012-09-14,31.43,1884.14,0,One-time
CC-12685,Craig Carroll,Consumer,South,85.7628,423.179,2,0.2333333333333333,22,2011-03-22,2012-01-09,20.27,211.59,293,6-12mo
CD-11920,Carlos Daly,Consumer,Central,46.9392,152.51999999999998,1,0.0,8,2013-12-30,2013-12-30,30.78,152.52,0,One-time
CD-11920,Carlos Daly,Consumer,East,355.756,1584.568,2,0.04,20,2011-03-24,2014-11-21,22.45,792.28,1338,2yr+
CD-11920,Carlos Daly,Consumer,West,23.9658,296.88,2,0.1,7,2012-11-27,2014-05-27,8.07,148.44,546,1-2yr
CD-11980,Carol Darley,Consumer,Central,-364.3734,296.022,1,0.6000000000000001,12,2014-03-19,2014-03-19,-123.09,296.02,0,One-time
CD-11980,Carol Darley,Consumer,East,149.9112,318.96,1,0.0,9,2014-11-07,2014-11-07,47.0,318.96,0,One-time
CD-11980,Carol Darley,Consumer,West,7.745,24.784,1,0.2,1,2013-11-25,2013-11-25,31.25,24.78,0,One-time
CD-12280,Christina DeMoss,Consumer,East,118.909,796.036,1,0.1125,22,2014-11-06,2014-11-06,14.94,796.04,0,One-time
CD-12280,Christina DeMoss,Consumer,West,114.1184,409.548,1,0.04,17,2014-11-19,2014-11-19,27.86,409.55,0,One-time
CD-12790,Cynthia Delaney,Home Office,Central,339.7367,1058.27,1,0.0,23,2013-10-16,2013-10-16,32.1,1058.27,0,One-time
CD-12790,Cynthia Delaney,Home Office,East,21.4053,73.33,1,0.0,5,2013-11-27,2013-11-27,29.19,73.33,0,One-time
CD-12790,Cynthia Delaney,Home Office,West,42.7002,729.132,3,0.05714285714285715,21,2011-02-03,2012-09-21,5.86,243.04,596,1-2yr
CG-12040,Catherine Glotzbach,Home Office,Central,8.5728,18.24,1,0.0,3,2014-11-12,2014-11-12,47.0,18.24,0,One-time
CG-12040,Catherine Glotzbach,Home Office,East,45.7322,566.932,2,0.25999999999999995,26,2013-06-21,2014-03-20,8.07,283.47,272,6-12mo
CG-12040,Catherine Glotzbach,Home Office,South,26.4432,307.536,2,0.2,6,2013-09-11,2013-10-25,8.6,153.77,44,0-6mo
CG-12040,Catherine Glotzbach,Home Office,West,5.7624,11.76,1,0.0,2,2012-06-01,2012-06-01,49.0,11.76,0,One-time
CG-12520,Claire Gute,Consumer,Central,-91.5612,154.88,2,0.3333333333333333,9,2012-10-15,2014-01-27,-59.12,77.44,469,1-2yr
CG-12520,Claire Gute,Consumer,South,261.49559999999997,993.9000000000001,1,0.0,5,2013-11-09,2013-11-09,26.31,993.9,0,One-time
CH-12070,Cathy Hwang,Home Office,Central,74.975,299.9,1,0.0,2,2012-10-30,2012-10-30,25.0,299.9,0,One-time
CH-12070,Cathy Hwang,Home Office,East,-6.721200000000001,109.36,1,0.2,8,2012-06-25,2012-06-25,-6.15,109.36,0,One-time
CH-12070,Cathy Hwang,Home Office,South,126.8973,1127.976,1,0.2,3,2013-02-08,2013-02-08,11.25,1127.98,0,One-time
CJ-11875,Carl Jackson,Corporate,East,1.652,16.52,1,0.2,5,2013-12-31,2013-12-31,10.0,16.52,0,One-time
CJ-12010,Caroline Jumper,Consumer,Central,-98.07039999999999,1875.128,1,0.28,11,2014-03-28,2014-03-28,-5.23,1875.13,0,One-time
CJ-12010,Caroline Jumper,Consumer,East,1382.961,5441.576,4,0.16363636363636364,45,2013-03-11,2013-12-04,25.41,1360.39,268,6-12mo
CJ-12010,Caroline Jumper,Consumer,South,-457.7308,3740.51,1,0.2833333333333334,11,2014-05-02,2014-05-02,-12.24,3740.51,0,One-time
CJ-12010,Caroline Jumper,Consumer,West,31.581599999999998,107.76,2,0.0,16,2014-01-27,2014-06-25,29.31,53.88,149,0-6mo
CK-12205,Chloris Kastensmidt,Consumer,Central,-28.3211,441.256,2,0.2857142857142857,19,2013-07-24,2014-08-08,-6.42,220.63,380,1-2yr
CK-12205,Chloris Kastensmidt,Consumer,East,-71.6486,1133.951,7,0.26,57,2011-03-11,2014-08-19,-6.32,161.99,1257,2yr+
CK-12205,Chloris Kastensmidt,Consumer,South,34.6984,193.152,1,0.20000000000000004,18,2011-07-28,2011-07-28,17.96,193.15,0,One-time
CK-12205,Chloris Kastensmidt,Consumer,West,206.55440000000002,1386.496,3,0.14285714285714285,28,2012-10-02,2014-11-22,14.9,462.17,781,2yr+
CK-12325,Christine Kargatis,Home Office,East,-127.2337,1448.853,1,0.4,18,2014-02-18,2014-02-18,-8.78,1448.85,0,One-time
CK-12325,Christine Kargatis,Home Office,South,344.0648,1355.76,2,0.0,18,2011-03-14,2013-04-09,25.38,677.88,757,2yr+
CK-12325,Christine Kargatis,Home Office,West,44.3898,140.708,2,0.06666666666666667,10,2011-06-02,2014-09-02,31.55,70.35,1188,2yr+
CK-12595,Clytie Kelty,Consumer,Central,-20.6176,12.128,1,0.8,4,2014-01-30,2014-01-30,-170.0,12.13,0,One-time
CK-12595,Clytie Kelty,Consumer,East,4.685799999999999,899.182,4,0.33999999999999997,50,2012-07-11,2014-11-15,0.52,224.8,857,2yr+
CK-12595,Clytie Kelty,Consumer,South,485.18690000000004,1383.9099999999999,3,0.04,38,2012-08-13,2014-11-18,35.06,461.3,827,2yr+
CK-12595,Clytie Kelty,Consumer,West,28.4547,77.53,3,0.0,16,2011-12-26,2014-02-24,36.7,25.84,791,2yr+
CK-12760,Cyma Kinney,Corporate,Central,-473.26980000000003,719.095,1,0.5,8,2014-10-10,2014-10-10,-65.81,719.1,0,One-time
CK-12760,Cyma Kinney,Corporate,East,136.7938,429.55,3,0.0,28,2011-02-08,2013-11-14,31.85,143.18,1010,2yr+
CK-12760,Cyma Kinney,Corporate,South,-32.2659,132.43200000000002,3,0.3,19,2012-09-06,2014-03-29,-24.36,44.14,569,1-2yr
CK-12760,Cyma Kinney,Corporate,West,30.3108,301.032,2,0.1,9,2011-12-09,2012-07-26,10.07,150.52,230,6-12mo
CL-11890,Carl Ludwig,Consumer,Central,-29.3436,123.552,1,0.2,3,2011-07-26,2011-07-26,-23.75,123.55,0,One-time
CL-11890,Carl Ludwig,Consumer,East,353.07590000000005,1121.722,2,0.04,19,2014-06-11,2014-09-16,31.48,560.86,97,0-6mo
CL-11890,Carl Ludwig,Consumer,West,4.3524,16.74,1,0.0,2,2013-12-02,2013-12-02,26.0,16.74,0,One-time
CL-12565,Clay Ludtke,Consumer,Central,559.8408,1909.0800000000002,2,0.0,14,2013-11-04,2014-03-22,29.33,954.54,138,0-6mo
CL-12565,Clay Ludtke,Consumer,East,465.85569999999996,2546.922,4,0.15555555555555556,24,2011-09-02,2013-12-20,18.29,636.73,840,2yr+
CL-12565,Clay Ludtke,Consumer,South,17.745,354.9,1,0.0,5,2011-03-04,2011-03-04,5.0,354.9,0,One-time
CL-12565,Clay Ludtke,Consumer,West,890.3416,6069.644,5,0.12000000000000001,63,2011-07-12,2014-03-18,14.67,1213.93,980,2yr+
CL-12700,Craig Leslie,Home Office,Central,4.2048,8.76,1,0.0,2,2014-04-15,2014-04-15,48.0,8.76,0,One-time
CL-12700,Craig Leslie,Home Office,East,157.4685,449.91,1,0.0,9,2014-01-29,2014-01-29,35.0,449.91,0,One-time
CL-12700,Craig Leslie,Home Office,South,3.24,18.0,1,0.0,1,2014-09-17,2014-09-17,18.0,18.0,0,One-time
CL-12700,Craig Leslie,Home Office,West,64.0966,1876.916,2,0.3,22,2013-04-25,2013-09-25,3.41,938.46,153,0-6mo
CM-11815,Candace McMahon,Corporate,Central,25.226,70.304,2,0.2,6,2011-11-14,2011-12-31,35.88,35.15,47,0-6mo
CM-11815,Candace McMahon,Corporate,West,189.237,1603.584,4,0.1,32,2013-09-24,2014-08-22,11.8,400.9,332,6-12mo
CM-11935,Carlos Meador,Consumer,South,-56.9024,530.272,1,0.20000000000000004,16,2013-01-22,2013-01-22,-10.73,530.27,0,One-time
CM-11935,Carlos Meador,Consumer,West,13.17,35.12,1,0.2,2,2012-09-24,2012-09-24,37.5,35.12,0,One-time
CM-12115,Chad McGuire,Consumer,East,228.34500000000003,800.04,2,0.0,17,2012-03-29,2014-04-01,28.54,400.02,733,2yr+
CM-12115,Chad McGuire,Consumer,West,180.7229,861.5699999999999,2,0.06666666666666667,18,2014-10-03,2014-12-23,20.98,430.78,81,0-6mo
CM-12160,Charles McCrossin,Consumer,Central,-0.3488,1.744,1,0.2,1,2014-09-29,2014-09-29,-20.0,1.74,0,One-time
CM-12160,Charles McCrossin,Consumer,East,-68.4478,528.05,4,0.26,16,2013-10-22,2014-12-05,-12.96,132.01,409,1-2yr
CM-12160,Charles McCrossin,Consumer,West,-325.572,2003.52,1,0.2,6,2013-12-18,2013-12-18,-16.25,2003.52,0,One-time
CM-12190,Charlotte Melton,Consumer,Central,68.3188,822.052,2,0.09999999999999999,6,2014-08-04,2014-12-23,8.31,411.03,141,0-6mo
CM-12190,Charlotte Melton,Consumer,East,10.1121,131.292,2,0.1,9,2012-11-09,2014-11-17,7.7,65.65,738,2yr+
CM-12190,Charlotte Melton,Consumer,West,12.7724,521.8,2,0.0,6,2012-09-18,2012-10-17,2.45,260.9,29,0-6mo
CM-12235,Chris McAfee,Consumer,Central,63.8127,1426.884,2,0.1,10,2013-05-27,2013-08-13,4.47,713.44,78,0-6mo
CM-12235,Chris McAfee,Consumer,East,229.7008,698.5,1,0.1,7,2013-12-11,2013-12-11,32.88,698.5,0,One-time
CM-12235,Chris McAfee,Consumer,South,67.5444,140.52,1,0.0,7,2013-05-02,2013-05-02,48.07,140.52,0,One-time
CM-12235,Chris McAfee,Consumer,West,3.9808,39.808,1,0.2,4,2013-11-28,2013-11-28,10.0,39.81,0,One-time
CM-12385,Christopher Martinez,Consumer,Central,16.814799999999998,240.368,1,0.3333333333333333,8,2014-11-24,2014-11-24,7.0,240.37,0,One-time
CM-12385,Christopher Martinez,Consumer,South,3197.4579999999996,6682.259999999999,2,0.0,15,2012-03-16,2012-09-14,47.85,3341.13,182,6-12mo
CM-12385,Christopher Martinez,Consumer,West,685.6176,2031.3919999999998,1,0.1,11,2014-01-04,2014-01-04,33.75,2031.39,0,One-time
CM-12445,Chuck Magee,Consumer,Central,9.2561,132.95,1,0.2333333333333333,12,2013-10-21,2013-10-21,6.96,132.95,0,One-time
CM-12445,Chuck Magee,Consumer,West,55.1735,155.04,2,0.0,20,2011-06-09,2013-09-27,35.59,77.52,841,2yr+
CM-12655,Corinna Mitchell,Home Office,Central,-43.8962,449.0496,1,0.26,6,2012-03-19,2012-03-19,-9.78,449.05,0,One-time
CM-12655,Corinna Mitchell,Home Office,East,1366.8625,3999.7900000000004,2,0.0,18,2013-11-14,2014-10-02,34.17,1999.9,322,6-12mo
CM-12655,Corinna Mitchell,Home Office,South,0.2334,23.34,1,0.0,3,2013-08-09,2013-08-09,1.0,23.34,0,One-time
CM-12655,Corinna Mitchell,Home Office,West,249.2588,1867.3780000000002,2,0.05,15,2012-11-03,2014-12-04,13.35,933.69,761,2yr+
CM-12715,Craig Molinari,Corporate,Central,87.5076,2772.1004,2,0.42,27,2011-10-10,2012-03-01,3.16,1386.05,143,0-6mo
CM-12715,Craig Molinari,Corporate,East,3.2926,68.53,1,0.3666666666666667,12,2011-09-26,2011-09-26,4.8,68.53,0,One-time
CM-12715,Craig Molinari,Corporate,West,85.51060000000001,1143.8220000000001,1,0.1,18,2011-03-07,2011-03-07,7.48,1143.82,0,One-time
CP-12085,Cathy Prescott,Corporate,Central,221.6294,4697.37,2,0.17142857142857146,34,2014-01-14,2014-08-30,4.72,2348.68,228,6-12mo
CP-12085,Cathy Prescott,Corporate,East,77.1246,187.20799999999997,3,0.06666666666666667,7,2011-12-04,2014-10-10,41.2,62.4,1041,2yr+
CP-12085,Cathy Prescott,Corporate,South,25.8328,232.62400000000002,1,0.2,8,2013-05-27,2013-05-27,11.1,232.62,0,One-time
CP-12085,Cathy Prescott,Corporate,West,102.43900000000001,285.05199999999996,2,0.1,8,2012-03-24,2012-09-03,35.94,142.53,163,0-6mo
CP-12340,Christine Phan,Corporate,East,-812.8664,4164.988,4,0.14,38,2011-03-17,2014-07-24,-19.52,1041.25,1225,2yr+
CP-12340,Christine Phan,Corporate,South,-1065.7493000000002,1475.1989999999998,2,0.5333333333333333,16,2012-11-07,2014-04-25,-72.24,737.6,534,1-2yr
CP-12340,Christine Phan,Corporate,West,28.3128,248.088,2,0.1,5,2013-06-04,2013-10-15,11.41,124.04,133,0-6mo
CR-12580,Clay Rozendal,Home Office,Central,-45.6933,240.04,1,0.2,5,2013-04-19,2013-04-19,-19.04,240.04,0,One-time
CR-12580,Clay Rozendal,Home Office,East,3.6848,10.528,1,0.2,7,2013-09-24,2013-09-24,35.0,10.53,0,One-time
CR-12580,Clay Rozendal,Home Office,West,116.4098,1898.2839999999999,2,0.06666666666666667,20,2013-11-25,2014-11-04,6.13,949.14,344,6-12mo
CR-12625,Corey Roper,Home Office,Central,9.5256,19.44,1,0.0,3,2011-08-23,2011-08-23,49.0,19.44,0,One-time
CR-12625,Corey Roper,Home Office,East,104.7888,334.68,1,0.0,9,2011-06-01,2011-06-01,31.31,334.68,0,One-time
CR-12625,Corey Roper,Home Office,South,30.445,121.78,1,0.0,2,2013-09-17,2013-09-17,25.0,121.78,0,One-time
CR-12730,Craig Reiter,Consumer,Central,2.3614000000000006,444.492,2,0.25,7,2011-08-20,2013-06-13,0.53,222.25,663,1-2yr
CR-12730,Craig Reiter,Consumer,East,304.5562,1156.058,2,0.27499999999999997,11,2013-08-23,2014-10-14,26.34,578.03,417,1-2yr
CR-12820,Cyra Reiten,Home Office,Central,-52.062599999999996,702.8424,1,0.24,11,2014-02-18,2014-02-18,-7.41,702.84,0,One-time
CR-12820,Cyra Reiten,Home Office,East,133.2009,681.9100000000001,1,0.0,10,2014-10-07,2014-10-07,19.53,681.91,0,One-time
CR-12820,Cyra Reiten,Home Office,South,2.132,13.12,1,0.2,5,2012-01-24,2012-01-24,16.25,13.12,0,One-time
CS-11845,Cari Sayre,Corporate,Central,-27.630000000000003,18.42,2,0.8,6,2011-12-14,2012-04-02,-150.0,9.21,110,0-6mo
CS-11845,Cari Sayre,Corporate,West,213.0076,1260.5339999999999,3,0.10000000000000002,16,2012-09-17,2014-10-01,16.9,420.18,744,2yr+
CS-11860,Cari Schnelling,Consumer,Central,-2.838,1.72,1,0.8,1,2012-10-19,2012-10-19,-165.0,1.72,0,One-time
CS-11860,Cari Schnelling,Consumer,East,9.481300000000001,30.584,3,0.1,9,2011-06-30,2014-07-22,31.0,10.19,1118,2yr+
CS-11860,Cari Schnelling,Consumer,South,99.1842,505.328,2,0.2,6,2011-05-02,2014-06-03,19.63,252.66,1128,2yr+
CS-11950,Carlos Soltero,Consumer,Central,-11.9744,87.312,2,0.5333333333333333,6,2013-09-04,2014-07-21,-13.71,43.66,320,6-12mo
CS-11950,Carlos Soltero,Consumer,East,-272.1951,1316.653,5,0.3,37,2011-11-18,2014-12-06,-20.67,263.33,1114,2yr+
CS-11950,Carlos Soltero,Consumer,South,5.256,11.68,1,0.0,4,2014-10-25,2014-10-25,45.0,11.68,0,One-time
CS-11950,Carlos Soltero,Consumer,West,152.4912,1620.902,3,0.10000000000000002,21,2011-06-08,2014-05-08,9.41,540.3,1065,2yr+
CS-12130,Chad Sievert,Consumer,Central,-2.22,88.8,1,0.2,4,2012-12-20,2012-12-20,-2.5,88.8,0,One-time
CS-12130,Chad Sievert,Consumer,West,146.0539,795.84,3,0.10000000000000002,24,2011-08-05,2013-08-29,18.35,265.28,755,2yr+
CS-12175,Charles Sheldon,Corporate,Central,4.4955,9.99,1,0.0,1,2013-09-27,2013-09-27,45.0,9.99,0,One-time
CS-12175,Charles Sheldon,Corporate,East,98.105,196.21,1,0.0,7,2011-08-12,2011-08-12,50.0,196.21,0,One-time
CS-12175,Charles Sheldon,Corporate,South,7.906,87.22,2,0.44999999999999996,10,2013-04-18,2014-04-07,9.06,43.61,354,6-12mo
CS-12175,Charles Sheldon,Corporate,West,2.6339999999999995,551.038,1,0.1,12,2014-05-13,2014-05-13,0.48,551.04,0,One-time
CS-12250,Chris Selesnick,Corporate,Central,48.9456,108.49600000000001,4,0.08,14,2012-01-04,2014-11-24,45.11,27.12,1055,2yr+
CS-12250,Chris Selesnick,Corporate,East,9.744,64.96,1,0.0,4,2011-02-08,2011-02-08,15.0,64.96,0,One-time
CS-12250,Chris Selesnick,Corporate,South,437.4074,1829.6,2,0.0,39,2011-01-14,2011-11-28,23.91,914.8,318,6-12mo
CS-12250,Chris Selesnick,Corporate,West,242.2656,751.16,5,0.09230769230769233,40,2012-11-20,2014-12-05,32.25,150.23,745,2yr+
CS-12355,Christine Sundaresam,Consumer,East,169.23520000000002,877.092,5,0.14285714285714285,25,2011-08-15,2014-07-08,19.3,175.42,1058,2yr+
CS-12355,Christine Sundaresam,Consumer,South,617.8952,1910.98,4,0.044444444444444446,33,2011-08-15,2014-12-25,32.33,477.74,1228,2yr+
CS-12355,Christine Sundaresam,Consumer,West,44.8128,414.09000000000003,2,0.06666666666666667,16,2012-06-23,2014-11-13,10.82,207.04,873,2yr+
CS-12400,Christopher Schild,Home Office,Central,-35.3959,258.75600000000003,2,0.06666666666666667,9,2014-11-14,2014-12-29,-13.68,129.38,45,0-6mo
CS-12400,Christopher Schild,Home Office,East,-123.998,743.988,1,0.4,2,2013-05-11,2013-05-11,-16.67,743.99,0,One-time
CS-12400,Christopher Schild,Home Office,South,-361.5705,1735.8505,1,0.4,13,2014-04-08,2014-04-08,-20.83,1735.85,0,One-time
CS-12400,Christopher Schild,Home Office,West,178.1611,913.2639999999999,5,0.08,23,2011-09-26,2014-09-16,19.51,182.65,1086,2yr+
CS-12460,Chuck Sachs,Consumer,East,72.9897,238.684,1,0.1,9,2014-12-04,2014-12-04,30.58,238.68,0,One-time
CS-12460,Chuck Sachs,Consumer,South,83.26960000000001,311.96000000000004,1,0.0,4,2014-07-04,2014-07-04,26.69,311.96,0,One-time
CS-12490,Cindy Schnelling,Corporate,Central,6.9795,111.672,1,0.2,9,2013-11-02,2013-11-02,6.25,111.67,0,One-time
CS-12490,Cindy Schnelling,Corporate,East,-54.268100000000004,403.264,2,0.2285714285714286,17,2012-01-12,2013-04-19,-13.46,201.63,463,1-2yr
CS-12490,Cindy Schnelling,Corporate,South,-255.5875,562.2925,1,0.45,7,2013-08-13,2013-08-13,-45.45,562.29,0,One-time
CS-12505,Cindy Stewart,Consumer,East,-6892.3748,5016.548999999999,1,0.5333333333333333,10,2013-11-26,2013-11-26,-137.39,5016.55,0,One-time
CS-12505,Cindy Stewart,Consumer,South,195.9453,448.136,2,0.1,11,2013-09-18,2013-11-14,43.72,224.07,57,0-6mo
CS-12505,Cindy Stewart,Consumer,West,70.04,225.36999999999998,3,0.0,19,2011-03-26,2014-11-03,31.08,75.12,1318,2yr+
CT-11995,Carol Triggs,Consumer,Central,-110.55790000000002,746.35,4,0.14285714285714285,21,2012-09-15,2014-09-26,-14.81,186.59,741,2yr+
CT-11995,Carol Triggs,Consumer,East,100.31799999999998,1586.332,2,0.13999999999999999,15,2011-05-07,2013-11-27,6.32,793.17,935,2yr+
CT-11995,Carol Triggs,Consumer,West,171.4662,909.216,2,0.20000000000000004,24,2011-12-20,2014-06-30,18.86,454.61,923,2yr+
CV-12295,Christina VanderZanden,Consumer,Central,252.2686,1614.236,3,0.04,21,2011-03-28,2014-04-21,15.63,538.08,1120,2yr+
CV-12295,Christina VanderZanden,Consumer,East,51.9779,147.26,1,0.06666666666666667,10,2013-09-05,2013-09-05,35.3,147.26,0,One-time
CV-12295,Christina VanderZanden,Consumer,West,188.8396,1069.132,1,0.12000000000000002,23,2014-03-26,2014-03-26,17.66,1069.13,0,One-time
CV-12805,Cynthia Voltz,Corporate,Central,-50.68360000000001,1321.0775999999998,3,0.41500000000000004,35,2013-05-10,2014-06-02,-3.84,440.36,388,1-2yr
CV-12805,Cynthia Voltz,Corporate,East,72.2001,728.222,3,0.15,14,2014-01-21,2014-12-26,9.91,242.74,339,6-12mo
CV-12805,Cynthia Voltz,Corporate,West,77.481,321.014,3,0.08,13,2013-09-02,2014-09-05,24.14,107.0,368,1-2yr
CW-11905,Carl Weiss,Home Office,Central,17.153999999999996,142.344,1,0.20000000000000004,5,2011-06-09,2011-06-09,12.05,142.34,0,One-time
CW-11905,Carl Weiss,Home Office,East,310.10220000000004,899.8199999999999,3,0.0,21,2012-05-31,2014-12-09,34.46,299.94,922,2yr+
CW-11905,Carl Weiss,Home Office,West,43.5736,94.428,2,0.08,14,2012-01-23,2013-11-05,46.14,47.21,652,1-2yr
CY-12745,Craig Yedwab,Corporate,Central,-295.2482,729.072,2,0.4000000000000001,9,2011-12-12,2014-11-01,-40.5,364.54,1055,2yr+
CY-12745,Craig Yedwab,Corporate,East,190.3881,895.944,1,0.2,7,2014-09-15,2014-09-15,21.25,895.94,0,One-time
CY-12745,Craig Yedwab,Corporate,South,99.4016,554.32,2,0.1,12,2012-05-25,2013-09-04,17.93,277.16,467,1-2yr
CY-12745,Craig Yedwab,Corporate,West,66.1052,720.6899999999999,3,0.12000000000000002,15,2012-06-28,2014-09-17,9.17,240.23,811,2yr+
Co-12640,Corey-Lock,Consumer,Central,140.64700000000002,538.388,2,0.2,18,2011-06-20,2011-12-27,26.12,269.19,190,6-12mo
Co-12640,Corey-Lock,Consumer,East,1.764,5.04,1,0.2,2,2011-11-29,2011-11-29,35.0,5.04,0,One-time
Co-12640,Corey-Lock,Consumer,South,19.188,191.88,1,0.0,6,2013-06-30,2013-06-30,10.0,191.88,0,One-time
Co-12640,Corey-Lock,Consumer,West,44.0292,564.768,1,0.2,4,2012-08-02,2012-08-02,7.8,564.77,0,One-time
DA-13450,Dianna Arnett,Home Office,Central,4.1748,16.608,1,0.2,5,2011-04-25,2011-04-25,25.14,16.61,0,One-time
DA-13450,Dianna Arnett,Home Office,East,47.891999999999996,130.512,2,0.12000000000000002,20,2011-09-26,2014-01-13,36.7,65.26,840,2yr+
DA-13450,Dianna Arnett,Home Office,South,4.7236,9.64,1,0.0,2,2011-09-10,2011-09-10,49.0,9.64,0,One-time
DB-12910,Daniel Byrd,Home Office,Central,-12.0064,15.008,1,0.6,4,2013-09-10,2013-09-10,-80.0,15.01,0,One-time
DB-12910,Daniel Byrd,Home Office,South,271.9464,980.6579999999999,5,0.15,30,2011-10-24,2014-12-03,27.73,196.13,1136,2yr+
DB-12910,Daniel Byrd,Home Office,West,171.4348,1175.933,2,0.06999999999999999,13,2013-10-04,2014-12-10,14.58,587.97,432,1-2yr
DB-12970,Darren Budd,Corporate,Central,17.784999999999997,203.1212,1,0.22400000000000003,18,2011-11-12,2011-11-12,8.76,203.12,0,One-time
DB-12970,Darren Budd,Corporate,East,84.29400000000001,1433.586,2,0.19999999999999998,7,2013-07-25,2013-12-26,5.88,716.79,154,0-6mo
DB-12970,Darren Budd,Corporate,West,110.92389999999999,1202.52,2,0.10000000000000002,18,2012-12-14,2014-05-04,9.22,601.26,506,1-2yr
DB-13060,Dave Brooks,Consumer,Central,-279.40409999999997,781.152,2,0.36,21,2014-09-16,2014-12-15,-35.77,390.58,90,0-6mo
DB-13060,Dave Brooks,Consumer,East,565.4285,2040.99,2,0.0,14,2011-06-21,2013-06-07,27.7,1020.5,717,1-2yr
DB-13060,Dave Brooks,Consumer,South,87.18,871.8,1,0.2,3,2013-03-19,2013-03-19,10.0,871.8,0,One-time
DB-13060,Dave Brooks,Consumer,West,99.8228,837.704,2,0.1,10,2011-03-01,2014-02-27,11.92,418.85,1094,2yr+
DB-13120,David Bremer,Corporate,Central,-1141.47,760.98,1,0.8,5,2014-01-13,2014-01-13,-150.0,760.98,0,One-time
DB-13120,David Bremer,Corporate,East,-377.6814,1736.172,2,0.12000000000000002,28,2012-12-24,2012-12-27,-21.75,868.09,3,0-6mo
DB-13120,David Bremer,Corporate,South,29.748,277.632,1,0.20000000000000004,12,2012-05-01,2012-05-01,10.71,277.63,0,One-time
DB-13120,David Bremer,Corporate,West,67.63419999999999,198.31,3,0.0,14,2012-09-03,2014-11-13,34.11,66.1,801,2yr+
DB-13210,Dean Braden,Consumer,Central,57.4183,435.832,3,0.15000000000000002,32,2012-03-22,2014-12-10,13.17,145.28,993,2yr+
DB-13210,Dean Braden,Consumer,East,110.3935,1547.891,3,0.15,29,2013-09-06,2014-12-22,7.13,515.96,472,1-2yr
DB-13210,Dean Braden,Consumer,South,-11.608500000000001,226.502,3,0.325,11,2013-03-27,2013-12-01,-5.13,75.5,249,6-12mo
DB-13210,Dean Braden,Consumer,West,13.7646,122.352,1,0.2,3,2013-06-10,2013-06-10,11.25,122.35,0,One-time
DB-13270,Deborah Brumfield,Home Office,Central,-101.8053,468.255,2,0.6333333333333334,9,2012-11-30,2014-06-20,-21.74,234.13,567,1-2yr
DB-13270,Deborah Brumfield,Home Office,East,792.8521,2845.072,3,0.04,21,2012-04-24,2013-12-03,27.87,948.36,588,1-2yr
DB-13270,Deborah Brumfield,Home Office,West,150.7796,1342.57,3,0.12000000000000002,22,2011-02-05,2014-11-08,11.23,447.52,1372,2yr+
DB-13360,Dennis Bolton,Home Office,East,191.9233,863.842,3,0.07500000000000001,18,2012-06-26,2014-04-11,22.22,287.95,654,1-2yr
DB-13360,Dennis Bolton,Home Office,West,99.0852,217.624,2,0.1,10,2011-11-19,2013-03-14,45.53,108.81,481,1-2yr
DB-13405,Denny Blanton,Consumer,Central,31.587,526.45,1,0.0,5,2014-06-27,2014-06-27,6.0,526.45,0,One-time
DB-13405,Denny Blanton,Consumer,East,396.4262,1098.074,2,0.016666666666666666,54,2012-08-08,2014-03-18,36.1,549.04,587,1-2yr
DB-13405,Denny Blanton,Consumer,South,10.896,87.168,1,0.2,3,2012-09-17,2012-09-17,12.5,87.17,0,One-time
DB-13555,Dorothy Badders,Corporate,Central,-195.9448,1407.2048,1,0.44,22,2014-05-07,2014-05-07,-13.92,1407.2,0,One-time
DB-13555,Dorothy Badders,Corporate,East,179.4123,636.576,2,0.04,19,2014-03-03,2014-09-09,28.18,318.29,190,6-12mo
DB-13555,Dorothy Badders,Corporate,South,125.85950000000001,1865.022,4,0.10000000000000002,20,2011-04-21,2014-09-15,6.75,466.26,1243,2yr+
DB-13615,Doug Bickford,Consumer,South,-62.7261,440.064,2,0.20000000000000004,11,2013-10-09,2014-11-28,-14.25,220.03,415,1-2yr
DB-13615,Doug Bickford,Consumer,West,501.52729999999997,1548.9859999999999,5,0.125,30,2011-09-30,2014-09-22,32.38,309.8,1088,2yr+
DB-13660,Duane Benoit,Consumer,Central,-15.145399999999999,17.324,2,0.5,8,2012-11-08,2014-03-26,-87.42,8.66,503,1-2yr
DB-13660,Duane Benoit,Consumer,East,12.546899999999997,259.062,4,0.04,12,2011-06-17,2014-12-19,4.84,64.77,1281,2yr+
DB-13660,Duane Benoit,Consumer,West,180.272,878.816,1,0.13333333333333333,13,2014-09-24,2014-09-24,20.51,878.82,0,One-time
DC-12850,Dan Campbell,Consumer,Central,-81.5748,563.072,3,0.16,20,2011-07-05,2014-11-24,-14.49,187.69,1238,2yr+
DC-12850,Dan Campbell,Consumer,East,-238.0694,325.586,2,0.2333333333333333,8,2011-09-13,2013-03-25,-73.12,162.79,559,1-2yr
DC-12850,Dan Campbell,Consumer,South,-1121.9871,2447.51,4,0.23000000000000004,36,2012-03-19,2014-08-14,-45.84,611.88,878,2yr+
DC-13285,Debra Catini,Consumer,Central,54.796800000000005,144.35999999999999,1,0.0,6,2011-12-29,2011-12-29,37.96,144.36,0,One-time
